year,univ_cd,hakgwa_gb,gwamok_seq,gwamok_nm,pilsu_gb,gaeseol_grade,gaeseol_hakgi_gb,edu_time_gangeui,edu_time_silseup,edu_time_tot,hakjeom,tonghap_gwamok_yn,edu_cont1_gb,edu_cont2_gb,edu_cont3_gb,edu_cont4_gb,exam_jipil_yn,exam_quiz_yn,exam_gudu_yn,exam_gwaje_yn,exam_gita_yn,edu_time_pbl
2020,UNIV25,2,2,임상총론1,1,1,1,28,0,35,1,1,1,1,1,0,1,0,0,0,0,7
2020,UNIV25,2,61,이비인후과학실습,0,4,1,2,0,0,40,1,0,0,1,0,0,0,0,0,0,40
2020,UNIV25,2,24,호흡기계,1,2,1,68,3,75,3,1,0,1,0,0,1,0,0,0,0,4
2020,UNIV25,2,65,핵의학실습,0,4,1,2,0,0,40,1,0,0,1,0,0,0,0,0,0,40
2020,UNIV25,2,29,근거중심의학,1,2,2,25,10,38,2,0,0,0,0,1,1,0,0,1,0,3
2020,UNIV25,2,8,인체의 구조와 기능 I,1,1,1,59,129,204,6,1,1,1,0,0,1,1,1,1,0,16
2020,UNIV25,2,51,환자,의사,사회 v,1,4,1,15,0,0,15,1,0,0,0,1,0,0,0,2
2020,UNIV25,2,42,영상의학과학실습,1,3,1,2,0,0,120,4,0,0,1,0,0,0,0,0,0,120
2020,UNIV25,2,48,선택실습II,0,3,1,0,40,70,2,1,1,1,0,0,0,0,0,0,1,30
2020,UNIV25,2,18,질병예방과건강증진,1,1,2,51,22,118,5,1,1,1,0,1,1,0,0,1,0,45
2020,UNIV25,2,58,비뇨기과학실습,0,4,1,2,0,0,40,1,0,0,1,0,0,0,0,0,0,40
2020,UNIV25,2,15,감염,1,1,2,44,23,70,3,1,1,1,0,0,1,1,0,0,0,3
2020,UNIV25,2,55,마취통증의학실습,0,4,1,2,0,0,40,1,0,0,1,0,0,0,0,0,0,40
2020,UNIV25,2,28,선택실습1,0,2,1,0,40,70,2,1,1,1,0,0,0,0,0,0,1,30
2020,UNIV25,2,27,소화기계,1,2,1,115,8,140,7,1,1,1,0,0,1,1,0,0,0,17
2020,UNIV25,2,41,임상실습입문,1,3,1,2,53,10,114,2,1,0,1,0,0,0,0,0,0,51
2020,UNIV25,2,38,선택실습I,0,2,2,0,40,70,2,1,1,1,0,0,0,0,0,0,1,30
2020,UNIV25,2,25,내분비계,1,2,1,69,6,85,4,1,0,1,0,0,1,0,0,0,0,10
2020,UNIV25,2,5,인체의 구조와 기능Ⅲ,1,1,1,63,17,89,4,1,1,0,0,0,1,1,0,1,0,9
2020,UNIV25,2,63,지역사회의학실습,0,4,1,2,0,0,40,1,1,0,0,0,1,0,0,0,1,40
2020,UNIV25,2,62,재활의학실습,0,4,1,2,0,0,40,1,0,0,1,0,0,0,0,0,0,40
2020,UNIV25,2,43,정신과학실습,1,3,1,2,0,0,160,5,0,0,1,0,0,0,0,0,0,160
2020,UNIV25,2,9,병원경영,0,1,1,15,2,17,1,1,0,0,0,1,0,0,0,0,1,0
2020,UNIV25,2,45,소아과학실습,1,3,1,2,0,0,200,6,0,0,1,0,0,0,0,0,0,200
2020,UNIV25,2,33,환자,의사,사회Ⅲ,1,2,2,7,4,61,3,0,0,0,1,0,1,0,0,50
2020,UNIV25,2,34,생식기계,1,2,2,52,9,64,4,1,1,1,0,0,1,1,0,0,0,3
2020,UNIV25,2,13,종양학,1,1,2,62,0,64,2,1,1,1,0,0,1,0,0,1,0,2
2020,UNIV25,2,26,순환기계,1,2,1,90,8,125,5,1,1,1,0,0,1,0,0,0,0,27
2020,UNIV25,2,17,약물의 이해,1,1,2,65,28,97,4,0,0,0,0,1,1,0,0,0,1,4
2020,UNIV25,2,67,신경과학실습,0,4,1,2,0,0,80,2,0,0,1,0,0,0,0,0,0,80
2020,UNIV25,2,19,선택실습I,0,1,2,0,40,70,2,1,1,1,0,0,0,0,0,0,1,30
2020,UNIV25,2,52,임상종합평가,1,4,2,50,0,60,2,1,1,1,0,0,0,0,0,0,1,10
2020,UNIV25,2,59,성형외과학실습,0,4,1,2,0,0,40,1,0,0,1,0,0,0,0,0,0,40
2020,UNIV25,2,30,손상과중독,1,2,2,42,0,44,2,1,1,1,0,1,1,0,0,0,0,2
2020,UNIV25,2,49,선택실습∥,0,3,2,0,40,70,2,1,1,1,0,0,0,0,0,0,1,30
2020,UNIV25,2,56,방사선종양학실습,0,4,1,2,0,0,40,1,0,0,1,0,0,0,0,0,0,40
2020,UNIV25,2,20,문제중심학습Ⅱ,1,2,1,0,30,30,1,1,0,1,0,0,1,0,0,1,0,0
2020,UNIV25,2,54,가정의학실습,0,4,1,2,0,0,40,1,0,0,1,0,0,0,0,0,0,40
2020,UNIV25,2,14,혈액-림프계,1,1,2,41,5,50,2,1,0,1,0,0,1,0,0,0,0,4
2020,UNIV25,2,60,안과학실습,0,4,1,2,0,0,40,1,0,0,1,0,0,0,0,0,0,40
2020,UNIV25,2,53,진단검사의학실습,1,4,1,2,0,0,80,2,0,0,1,0,0,0,0,0,0,80
2020,UNIV25,2,7,세포와 대사,1,1,1,67,18,90,5,1,1,0,0,0,1,0,0,0,0,5
2020,UNIV25,2,64,피부과학실습,0,4,1,2,0,0,40,1,0,0,1,0,0,0,0,0,0,40
2020,UNIV25,2,36,신경계,1,2,2,93,0,102,5,1,1,1,0,0,1,1,0,1,0,9
2020,UNIV25,2,21,환자,의사,사회Ⅱ,1,2,1,6,0,36,2,0,0,0,1,0,0,0,0,30
2020,UNIV25,2,40,응급의학실습,1,3,1,2,0,0,80,2,0,1,0,0,0,0,0,0,0,80
2020,UNIV25,2,11,근골격계,1,1,2,43,6,56,2,1,0,1,0,0,1,0,0,0,0,7
2020,UNIV25,2,32,임상총론Ⅱ,1,2,2,38,0,40,2,1,0,1,0,0,1,0,0,0,0,2
2020,UNIV25,2,6,인체의 구조와 기능 II,1,1,1,60,34,100,4,1,1,0,0,0,1,1,0,0,0,6
2020,UNIV25,2,16,미생물과 인체방어,1,1,2,47,30,85,4,1,1,0,0,0,1,1,0,0,0,8
2020,UNIV25,2,47,내과학실습,1,3,1,2,0,0,480,13,0,0,1,0,0,0,0,0,0,480
2020,UNIV25,2,39,환자,의사,사회Ⅳ,1,3,1,17,0,0,17,1,0,0,0,1,0,1,0,2
2020,UNIV25,2,69,정형외과학실습,0,4,1,2,0,0,80,2,0,0,1,0,0,0,0,0,0,80
2020,UNIV25,2,31,임상감염,1,2,2,37,0,41,2,1,1,1,0,0,1,0,0,0,0,4
2020,UNIV25,2,23,피부-감각계,1,2,1,45,0,53,3,1,0,1,0,0,1,0,0,0,0,8
2020,UNIV25,2,1,문제중심학습Ⅰ,1,1,1,6,18,24,1,1,0,1,0,1,1,0,0,1,0,0
2020,UNIV25,2,4,환자,의사,사회Ⅰ,1,1,1,0,0,38,2,0,0,0,1,0,1,0,1,38
2020,UNIV25,2,44,산부인과학실습,1,3,1,2,0,0,160,6,0,0,1,0,0,0,0,0,0,160
2020,UNIV25,2,12,알레르기.면역계,1,1,2,28,2,38,2,1,1,1,0,0,1,1,0,1,0,8
2020,UNIV25,2,3,질병의 기전 및 형태,1,1,1,32,16,48,2,0,1,0,0,0,1,0,0,0,0,0
2021-09-30 14:58:58.432000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.434000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.436000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.438000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.440000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.442000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.444000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.446000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.448000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.450000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.452000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.453000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.455000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.457000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.459000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.461000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.463000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.465000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.466000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.469000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.471000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.473000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.475000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.477000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.479000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.480000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.482000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.484000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.486000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.488000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.490000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.492000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.494000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.495000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.497000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.499000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.501000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.503000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.505000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.507000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.509000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.511000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.512000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.514000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.517000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-30 14:58:58.519000,YYYY-MM-DD HH24:MI:SS.FF,univ39,1,0,0,,,,,,,,,,,,,,,,,
2021-09-17 09:26:30.703000,YYYY-MM-DD HH24:MI:SS.FF,univ31,1,0,,,,,,,,,,,,,,,,,,
2021-09-17 09:26:30.719000,YYYY-MM-DD HH24:MI:SS.FF,univ31,1,0,,,,,,,,,,,,,,,,,,
2020,UNIV24,1,7,유기화학1,0,2,1,45,0,45,3,0,1,0,0,0,1,0,0,1,0,0
2020,UNIV24,1,8,의학어원론,0,1,2,45,0,45,3,0,1,0,0,0,1,0,0,1,0,0
2021-09-17 09:23:12.832000,YYYY-MM-DD HH24:MI:SS.FF,univ31,1,0,,,,,,,,,,,,,,,,,,
2020,UNIV24,1,12,유전학,0,2,2,45,0,45,3,0,1,0,0,0,1,0,0,1,0,0
2021-09-17 09:25:39.084000,YYYY-MM-DD HH24:MI:SS.FF,univ31,1,0,,,,,,,,,,,,,,,,,,
2021-09-17 09:23:12.832000,YYYY-MM-DD HH24:MI:SS.FF,univ31,1,0,,,,,,,,,,,,,,,,,,
2021-09-17 09:25:39.069000,YYYY-MM-DD HH24:MI:SS.FF,univ31,1,0,,,,,,,,,,,,,,,,,,
2021-09-17 09:23:12.832000,YYYY-MM-DD HH24:MI:SS.FF,univ31,1,0,,,,,,,,,,,,,,,,,,
2021-09-17 09:25:39.069000,YYYY-MM-DD HH24:MI:SS.FF,univ31,1,0,,,,,,,,,,,,,,,,,,
2021-09-17 09:25:39.022000,YYYY-MM-DD HH24:MI:SS.FF,univ31,1,0,,,,,,,,,,,,,,,,,,
2021-09-17 09:23:12.800000,YYYY-MM-DD HH24:MI:SS.FF,univ31,1,1,,,,,,,,,,,,,,,,,,
2021-09-17 09:23:12.800000,YYYY-MM-DD HH24:MI:SS.FF,univ31,1,0,,,,,,,,,,,,,,,,,,
2021-09-17 09:23:12.832000,YYYY-MM-DD HH24:MI:SS.FF,univ31,1,0,,,,,,,,,,,,,,,,,,
2021-09-17 09:26:30.719000,YYYY-MM-DD HH24:MI:SS.FF,univ31,1,0,,,,,,,,,,,,,,,,,,
2021-09-23 14:29:24.569000,YYYY-MM-DD HH24:MI:SS.FF,univ16,1,0,0,,,,,,,,,,,,,,,,,
2021-09-23 14:29:24.571000,YYYY-MM-DD HH24:MI:SS.FF,univ16,1,0,0,,,,,,,,,,,,,,,,,
2021-09-23 14:29:24.574000,YYYY-MM-DD HH24:MI:SS.FF,univ16,1,0,0,,,,,,,,,,,,,,,,,
2021-09-23 14:29:24.577000,YYYY-MM-DD HH24:MI:SS.FF,univ16,1,0,0,,,,,,,,,,,,,,,,,
2021-09-23 14:29:24.579000,YYYY-MM-DD HH24:MI:SS.FF,univ16,1,0,0,,,,,,,,,,,,,,,,,
2021-09-23 14:29:24.582000,YYYY-MM-DD HH24:MI:SS.FF,univ16,1,0,0,,,,,,,,,,,,,,,,,
2021-09-23 14:29:24.585000,YYYY-MM-DD HH24:MI:SS.FF,univ16,1,0,0,,,,,,,,,,,,,,,,,
2021-09-23 14:29:24.587000,YYYY-MM-DD HH24:MI:SS.FF,univ16,1,0,0,,,,,,,,,,,,,,,,,
2021-09-23 14:29:24.588000,YYYY-MM-DD HH24:MI:SS.FF,univ16,1,0,0,,,,,,,,,,,,,,,,,
2021-09-23 14:29:24.590000,YYYY-MM-DD HH24:MI:SS.FF,univ16,1,0,0,,,,,,,,,,,,,,,,,
2021-09-23 14:29:24.592000,YYYY-MM-DD HH24:MI:SS.FF,univ16,1,0,0,,,,,,,,,,,,,,,,,
2021-09-23 14:29:24.594000,YYYY-MM-DD HH24:MI:SS.FF,univ16,1,0,0,,,,,,,,,,,,,,,,,
2021-09-23 14:29:24.596000,YYYY-MM-DD HH24:MI:SS.FF,univ16,1,0,0,,,,,,,,,,,,,,,,,
2021-09-23 14:29:24.598000,YYYY-MM-DD HH24:MI:SS.FF,univ16,1,0,0,,,,,,,,,,,,,,,,,
2021-09-23 14:29:24.602000,YYYY-MM-DD HH24:MI:SS.FF,univ16,1,0,0,,,,,,,,,,,,,,,,,
2021-09-23 14:29:24.604000,YYYY-MM-DD HH24:MI:SS.FF,univ16,1,0,0,,,,,,,,,,,,,,,,,
2021-09-23 14:29:24.606000,YYYY-MM-DD HH24:MI:SS.FF,univ16,1,0,0,,,,,,,,,,,,,,,,,
2021-09-23 14:29:24.608000,YYYY-MM-DD HH24:MI:SS.FF,univ16,1,0,0,,,,,,,,,,,,,,,,,
2021-09-23 14:29:24.610000,YYYY-MM-DD HH24:MI:SS.FF,univ16,1,0,0,,,,,,,,,,,,,,,,,
2021-09-23 14:29:24.612000,YYYY-MM-DD HH24:MI:SS.FF,univ16,1,0,0,,,,,,,,,,,,,,,,,
2021-09-23 14:29:24.614000,YYYY-MM-DD HH24:MI:SS.FF,univ16,1,0,0,,,,,,,,,,,,,,,,,
2021-09-23 14:29:24.616000,YYYY-MM-DD HH24:MI:SS.FF,univ16,1,0,0,,,,,,,,,,,,,,,,,
2021-09-23 14:29:24.618000,YYYY-MM-DD HH24:MI:SS.FF,univ16,1,0,0,,,,,,,,,,,,,,,,,
2021-09-23 14:29:24.620000,YYYY-MM-DD HH24:MI:SS.FF,univ16,1,0,0,,,,,,,,,,,,,,,,,
2021-09-23 14:29:24.622000,YYYY-MM-DD HH24:MI:SS.FF,univ16,1,0,0,,,,,,,,,,,,,,,,,
2021-09-23 14:29:24.624000,YYYY-MM-DD HH24:MI:SS.FF,univ16,1,0,0,,,,,,,,,,,,,,,,,
2021-09-23 14:29:24.625000,YYYY-MM-DD HH24:MI:SS.FF,univ16,1,0,0,,,,,,,,,,,,,,,,,
2021-09-23 14:29:24.627000,YYYY-MM-DD HH24:MI:SS.FF,univ16,1,0,0,,,,,,,,,,,,,,,,,
2021-09-23 14:29:24.629000,YYYY-MM-DD HH24:MI:SS.FF,univ16,1,0,0,,,,,,,,,,,,,,,,,
2021-09-23 14:29:24.631000,YYYY-MM-DD HH24:MI:SS.FF,univ16,1,0,0,,,,,,,,,,,,,,,,,
2021-09-23 14:29:24.633000,YYYY-MM-DD HH24:MI:SS.FF,univ16,1,0,0,,,,,,,,,,,,,,,,,
2021-09-23 14:29:24.635000,YYYY-MM-DD HH24:MI:SS.FF,univ16,1,0,0,,,,,,,,,,,,,,,,,
2021-09-23 14:29:24.637000,YYYY-MM-DD HH24:MI:SS.FF,univ16,1,0,0,,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.708000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,0,0,,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.708000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,0,0,,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.708000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,0,0,,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.708000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,0,0,,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.724000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,0,0,,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.724000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,0,0,,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.724000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,1,0,0,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.724000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,0,0,,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.724000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,0,0,,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.740000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,0,0,,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.740000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,0,0,,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.740000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,0,0,,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.740000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,0,0,,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.740000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,0,0,,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.740000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,0,0,,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.755000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,0,0,,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.755000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,0,0,,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.755000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,0,0,,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.755000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,0,0,,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.755000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,0,0,,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.755000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,0,0,,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.771000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,0,0,,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.771000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,0,0,,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.771000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,0,0,,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.771000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,1,0,0,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.771000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,1,0,0,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.771000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,0,0,,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.786000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,0,0,,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.786000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,0,0,,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.786000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,0,0,,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.786000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,0,0,,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.786000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,0,0,,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.786000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,0,0,,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.802000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,0,0,,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.802000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,1,0,0,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.802000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,1,0,0,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.802000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,0,0,,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.802000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,0,0,,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.802000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,0,0,,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.802000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,0,0,,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.818000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,0,0,,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.818000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,0,0,,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.818000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,1,0,0,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.818000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,1,0,0,,,,,,,,,,,,,,,,
2021-10-13 17:22:57.818000,YYYY-MM-DD HH24:MI:SS.FF,univ10,1,0,0,,,,,,,,,,,,,,,,,
2020,UNIV06,1,1,의학통계학,1,2,1,45,,45,3,0,0,0,0,1,1,0,0,0,0,
2020,UNIV06,1,2,문화와의료1,1,2,1,45,,45,3,0,0,0,0,1,1,0,0,0,0,
2020,UNIV06,1,3,세포생물학,1,2,1,45,,45,3,0,0,0,0,1,1,0,0,0,0,
2020,UNIV06,1,4,의생화학,1,2,1,45,,45,3,0,0,0,0,1,1,0,0,0,0,
2020,UNIV06,1,5,응용과학의이해:의학과공학,1,2,1,45,,45,3,0,0,0,0,1,1,0,0,0,0,
2020,UNIV06,1,6,유기화학및실험,1,1,2,45,,45,3,0,0,0,0,1,1,0,0,0,0,
2021-10-25 14:23:59.746000,YYYY-MM-DD HH24:MI:SS.FF,univ01,1,0,0,0,,,,,,,,,,,,,,,,
2021-10-25 14:10:15.193000,YYYY-MM-DD HH24:MI:SS.FF,univ01,1,0,0,,,,,,,,,,,,,,,,,
2021-10-25 14:23:59.738000,YYYY-MM-DD HH24:MI:SS.FF,univ01,1,0,1,0,,,,,,,,,,,,,,,,
2021-10-25 14:23:59.749000,YYYY-MM-DD HH24:MI:SS.FF,univ01,1,0,0,0,,,,,,,,,,,,,,,,
2021-10-25 14:23:59.741000,YYYY-MM-DD HH24:MI:SS.FF,univ01,1,0,1,0,,,,,,,,,,,,,,,,
2021-10-25 14:23:59.751000,YYYY-MM-DD HH24:MI:SS.FF,univ01,1,0,1,0,,,,,,,,,,,,,,,,
2021-10-25 14:23:59.743000,YYYY-MM-DD HH24:MI:SS.FF,univ01,1,0,1,0,,,,,,,,,,,,,,,,
2021-10-25 14:10:15.215000,YYYY-MM-DD HH24:MI:SS.FF,univ01,1,0,0,,,,,,,,,,,,,,,,,
2021-10-25 14:10:15.219000,YYYY-MM-DD HH24:MI:SS.FF,univ01,1,0,0,,,,,,,,,,,,,,,,,
2021-10-25 14:10:15.222000,YYYY-MM-DD HH24:MI:SS.FF,univ01,1,0,0,,,,,,,,,,,,,,,,,
2021-10-25 14:10:15.226000,YYYY-MM-DD HH24:MI:SS.FF,univ01,1,0,0,,,,,,,,,,,,,,,,,
2021-10-25 14:10:15.229000,YYYY-MM-DD HH24:MI:SS.FF,univ01,1,0,0,,,,,,,,,,,,,,,,,
