year,univ_cd,gyosil_seq,gyosil_gb,inwon_jeonim_tot_gyosu,inwon_jeonim_tot_bugyosu,inwon_jeonim_tot_jogyosu,inwon_jeonim_male_tot,inwon_jeonim_female_tot,inwon_jeonim_tot_tot,inwon_bongyo,inwon_bijeonim_tot,inwon_jeonim_female_jogyosu,inwon_jeonim_female_bugyosu,inwon_jeonim_male_jogyosu,inwon_bi_euihakgwa,inwon_jeonim_male_gyosu,inwon_jeonim_female_gyosu,inwon_jeonim_male_bugyosu,inwon_bijeonim_imsang,inwon_bijeonim_yeongu,inwon_bijeonim_gita
2019,UNIV26,3,3,4,0,0,4,0,4,2,0,,,,2,4,,,,,
2019,UNIV26,34,34,0,0,0,0,0,0,,0,,,,0,,,,,,
2020-12-15 15:57:42.198000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2020-12-15 15:59:58.774000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2020-12-15 15:57:42.200000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2020-12-15 15:57:42.225000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2019,UNIV26,6,6,4,0,0,4,0,4,2,0,,,,2,4,,,,,
2019,UNIV26,36,36,2,1,0,2,1,3,2,0,,1,,0,2,,,,,
2019,UNIV26,8,8,1,0,0,1,0,1,0,0,,,,1,1,,,,,
2020-12-15 16:03:48.880000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2020-12-15 15:57:42.213000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2020-12-15 15:57:42.223000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2019,UNIV26,2,2,3,1,0,3,1,4,3,0,,,,1,2,1,1,,,
2020-12-15 16:19:30.042000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2019,UNIV26,35,35,3,0,0,0,3,3,2,0,,,,0,,3,,,,
2019,UNIV26,16,16,1,0,0,1,0,1,0,0,,,,1,1,,,,,
2019,UNIV26,43,43,82,25,15,94,28,122,68,0,6,11,9,0,71,11,14,0,0,0
2019,UNIV26,7,7,4,0,0,4,0,4,3,0,,,,0,4,,,,,
2020-12-15 16:13:20.487000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2020-12-15 15:57:42.237000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2019,UNIV26,17,17,27,3,1,26,5,31,18,0,0,1,1,10,23,4,2,0,0,0
2020-12-31 14:33:57.397000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,,,,,,,,,,,,,,,,,
2020-12-31 14:33:57.382000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,,,,,,,,,,,,,,,,,
2020-12-31 14:00:47.033000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,,,,,,,,,,,,,,,,,
2020-12-31 14:00:47.036000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,,,,,,,,,,,,,,,,,
2020-12-31 14:14:41.804000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,,,,,,,,,,,,,,,,,
2020-09-28 13:28:50.861000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2020-09-28 13:37:18.988000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2020-09-28 14:36:37.987000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,
2019-08-21 15:53:06.699000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,,,,,
2019-07-25 15:32:15.729000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,,,,,
2019-07-25 15:41:27.881000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,,,,,
2019-08-13 13:46:48.734000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2019-08-13 13:46:48.737000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2019-08-13 13:46:48.740000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2019-08-13 13:46:48.742000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2019-08-13 13:46:48.745000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2019-08-13 13:46:48.747000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2019-08-13 13:46:48.750000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2019-08-13 13:46:48.752000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2019-08-13 13:46:48.755000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2019-08-13 13:46:48.757000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2018,UNIV26,45,45,118,32,16,135,31,166,93,0,6,11,10,10,104,14,21,0,0,0
2018,UNIV26,17,17,29,1,0,25,5,30,17,0,0,0,0,10,24,5,1,0,0,0
2019-08-13 14:24:44.449000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2019-08-13 14:24:44.452000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2019-08-13 14:24:44.455000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2019-08-13 14:24:44.457000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2019-08-13 14:24:44.460000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2019-08-13 14:24:44.463000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2019-08-13 14:24:44.465000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2019-08-13 14:24:44.468000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2019-08-13 14:24:44.470000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2019-08-13 14:24:44.473000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2019-08-13 14:24:44.476000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2019-08-13 14:24:44.478000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2019-08-13 14:24:44.481000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2019-08-13 14:24:44.483000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2019-08-13 14:24:44.486000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2019-08-13 14:24:44.488000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2019-08-13 14:24:44.491000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2019-08-13 14:24:44.493000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2019-08-13 14:24:44.495000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2019-08-13 14:24:44.498000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2019-08-13 14:24:44.501000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2019-08-13 14:24:44.503000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2019-08-13 14:24:44.506000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2018,UNIV26,43,43,89,31,16,110,26,136,76,0,6,11,10,0,80,9,20,0,0,0
2018,UNIV20,45,45,103,28,47,137,41,178,115,6,14,8,33,17,84,19,20,0,6,0
2019-08-29 09:22:58.333000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,,,,,
2019-08-29 09:22:58.353000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,,,,,
2019-08-29 09:22:58.356000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,,,,,
2019-08-29 09:22:58.359000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,,,,,
2019-08-29 09:22:58.377000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,,,,,
2019-08-29 09:22:58.339000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,,,,,
2019-08-29 09:22:58.336000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,,,,,
2019-08-29 09:22:58.347000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,,,,,
2019-08-29 09:22:58.343000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,,,,,
2019-08-29 09:22:58.368000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,,,,,
2019-08-29 09:22:58.362000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,,,,,
2019-08-29 09:22:58.350000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,,,,,
2019-08-29 09:22:58.365000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,,,,,
2019-08-29 09:22:58.371000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,,,,,
2019-08-29 09:22:58.380000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,,,,,
2019,UNIV10,18,18,5,9,10,18,6,24,5,0,3,2,7,0,4,1,7,0,0,0
2019,UNIV10,13,13,2,0,1,3,0,3,0,0,0,0,1,3,2,0,0,0,0,0
2019,UNIV10,26,26,1,0,1,2,0,2,0,0,0,0,1,0,1,0,0,0,0,0
2020-09-24 14:53:11.863000,YYYY-MM-DD HH24:MI:SS.FF,univ39,,,,,,,,,,,,,,,,,,,
2020-09-28 17:28:48.185000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,,,,,,,,,,,,,,,,,
2020-09-28 17:25:40.474000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,,,,,,,,,,,,,,,,,
2020-01-20 11:49:25.942000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2020-01-20 11:49:25.974000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2020-01-20 11:49:25.989000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2020-01-20 11:49:26.005000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2020-01-20 11:49:27.505000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2018,UNIV07,43,43,140,52,52,197,47,244,187,0,19,17,33,0,129,11,35,0,0,0
2020-01-20 11:49:26.489000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2020-01-20 11:49:26.536000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2020-01-20 11:49:26.599000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2020-01-20 11:49:26.646000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2020-01-20 11:49:26.708000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2020-01-20 11:49:26.724000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2020-01-20 11:49:26.833000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2020-01-20 11:49:26.880000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2020-01-20 11:49:26.942000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2020-01-20 11:49:26.989000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2020-01-20 11:49:27.036000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2020-01-20 11:49:27.067000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2020-01-20 11:49:27.224000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2020-01-20 11:49:27.302000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2020-01-20 11:49:27.317000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2020-01-20 11:49:27.333000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2020-01-20 11:49:27.364000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2020-01-20 11:49:27.411000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2020-01-20 11:49:27.411000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2020-01-20 11:49:27.427000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2020-01-20 11:49:27.474000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2020-01-20 11:49:27.474000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2020-01-20 11:49:27.521000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2020-11-26 10:33:00.275000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2019,UNIV41,43,43,200,229,178,419,188,607,215,0,82,74,96,2,168,32,155,0,0,0
2019,UNIV41,45,45,233,242,194,454,215,669,231,0,92,79,102,21,189,44,163,0,0,0
2020-11-26 10:32:59.838000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2020-11-26 10:33:00.213000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2020-11-26 10:32:59.947000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2020-11-26 10:32:59.916000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2020-11-26 10:33:00.244000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2020-11-26 10:33:00.010000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2020-11-26 10:33:00.072000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2020-11-26 10:33:00.166000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2020-11-26 10:32:59.900000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2020-11-26 10:33:00.291000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2020-11-26 10:33:00.103000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2020-11-26 10:32:59.978000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2020-11-26 10:33:00.275000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2020-11-26 10:33:00.103000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2020-11-26 10:33:00.307000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2020-11-26 10:33:00.353000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2020-11-26 10:33:00.260000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,,,,,
2021-08-26 21:31:07.221000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,
2021-08-26 21:31:06.815000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,
2021-08-26 21:31:06.831000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,
2021-08-26 21:31:06.839000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,
2021-08-26 21:31:06.856000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,
2021-08-26 21:31:06.857000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,
2021-08-26 21:31:06.863000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,
2021-08-26 21:31:06.867000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,
2021-08-26 21:31:06.874000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,
2021-08-26 21:31:06.881000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,
2021-08-26 21:31:06.885000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,
2021-08-26 21:31:06.981000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,
2021-08-26 21:31:06.995000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,
2021-08-26 21:31:07.016000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,
2021-08-26 21:31:07.037000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,
2021-08-26 21:31:07.054000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,
2021-08-26 21:31:07.060000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,
2021-08-26 21:31:07.080000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,
2021-08-26 21:31:07.094000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,
2021-08-26 21:31:07.107000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,
2021-08-26 21:31:07.116000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,
2021-08-26 21:31:07.124000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,
2021-08-26 21:31:07.134000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,
2021-08-26 21:31:07.145000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,
2021-08-26 21:31:07.156000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,
2021-08-26 21:31:07.199000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,
2021-08-26 21:31:07.202000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,
2021-08-26 21:31:07.214000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,
2021-08-26 21:31:07.226000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,
2021-08-26 21:31:07.235000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,
2021-08-26 21:31:07.238000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,
2021-08-26 21:31:07.244000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,
2021-08-26 21:31:07.247000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,
2021-08-26 21:31:07.256000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,
2021-08-26 21:31:07.258000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,
2021-08-26 21:31:07.259000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,
2021-08-26 21:31:07.282000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,
2019,UNIV29,117,17,31,4,3,29,9,38,21,17,1,2,2,18,25,6,2,0,1,16
2019,UNIV29,143,43,130,64,28,181,41,222,197,95,9,18,19,9,116,14,46,0,1,94
2019,UNIV29,145,45,166,72,43,219,62,281,220,112,19,22,24,28,145,21,50,0,2,110
2021-09-09 15:30:33.342000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2021-08-26 21:31:07.260000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,
2021-09-09 15:30:33.326000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2021-09-09 15:30:33.326000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2020,UNIV26,145,45,110,34,32,132,44,176,89,0,15,11,17,13,92,18,23,0,0,0
2021-09-09 15:27:02.271000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2021-09-09 15:27:02.271000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2020,UNIV26,37,37,0,0,0,0,0,0,,0,,,,0,,,,,,
2021-09-09 15:27:02.255000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2020,UNIV26,42,42,0,0,0,0,0,0,,0,,,,,,,,,,
2021-09-09 15:30:33.342000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2021-09-09 15:30:33.342000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2021-09-09 15:27:02.239000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2021-09-09 15:44:38.491000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2021-09-09 15:42:20.710000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2021-09-09 15:30:33.326000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2020,UNIV26,34,34,0,0,0,0,0,0,,0,,,,0,,,,,,
2021-09-09 15:32:21.749000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2021-09-09 15:32:21.733000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2021-09-09 15:32:21.733000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2021-09-09 15:30:33.342000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2021-09-09 15:32:21.733000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2021-09-09 15:30:33.342000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2021-09-09 15:21:31.988000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2021-09-09 15:21:31.988000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2021-09-09 15:27:02.255000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2021-09-09 15:30:33.342000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2021-09-09 14:57:55.909000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,,,,,,,,,,,,,,,,,
2020-12-31 14:00:47.038000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,,,,,,,,,,,,,,,,,
2020-12-31 14:33:57.378000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,,,,,,,,,,,,,,,,,
2020-12-31 11:54:38.852000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,,,,,,,,,,,,,,,,,
2019,UNIV33,1,1,3,0,0,2,1,3,,0,,,,,2,1,,,,
2019,UNIV33,45,45,87,37,33,121,36,157,37,2,7,10,26,10,68,19,27,0,2,0
2019-07-23 09:12:19.560000,YYYY-MM-DD HH24:MI:SS.FF,univ21,,,,,,,,,,,,,,,,,,,
2019-07-23 14:45:17.674000,YYYY-MM-DD HH24:MI:SS.FF,univ21,,,,,,,,,,,,,,,,,,,
2019-07-23 16:20:05.781000,YYYY-MM-DD HH24:MI:SS.FF,univ21,,,,,,,,,,,,,,,,,,,
2019-07-23 16:20:05.781000,YYYY-MM-DD HH24:MI:SS.FF,univ21,,,,,,,,,,,,,,,,,,,
2019-07-23 16:20:05.813000,YYYY-MM-DD HH24:MI:SS.FF,univ21,,,,,,,,,,,,,,,,,,,
2018,UNIV17,43,43,98,60,34,151,41,192,46,80,11,14,23,1,82,16,46,76,4,0
2019-07-23 16:20:05.813000,YYYY-MM-DD HH24:MI:SS.FF,univ21,,,,,,,,,,,,,,,,,,,
2019-07-23 16:20:05.781000,YYYY-MM-DD HH24:MI:SS.FF,univ21,,,,,,,,,,,,,,,,,,,
2019-07-23 16:22:13.127000,YYYY-MM-DD HH24:MI:SS.FF,univ21,,,,,,,,,,,,,,,,,,,
2019-07-23 16:20:05.797000,YYYY-MM-DD HH24:MI:SS.FF,univ21,,,,,,,,,,,,,,,,,,,
2019-07-23 16:20:05.813000,YYYY-MM-DD HH24:MI:SS.FF,univ21,,,,,,,,,,,,,,,,,,,
2019-07-23 16:20:05.813000,YYYY-MM-DD HH24:MI:SS.FF,univ21,,,,,,,,,,,,,,,,,,,
2019-07-23 16:20:05.813000,YYYY-MM-DD HH24:MI:SS.FF,univ21,,,,,,,,,,,,,,,,,,,
2019-07-23 16:20:05.813000,YYYY-MM-DD HH24:MI:SS.FF,univ21,,,,,,,,,,,,,,,,,,,
2019-07-23 16:20:05.828000,YYYY-MM-DD HH24:MI:SS.FF,univ21,,,,,,,,,,,,,,,,,,,
2019-07-23 14:06:13.443000,YYYY-MM-DD HH24:MI:SS.FF,univ21,,,,,,,,,,,,,,,,,,,
